,0,1,2,3
2492,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_561_KaliroDistrict_14052020080710.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_561_KaliroDistrict_14052020080710.pdf
2493,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_562_KiruhuraDistrict_24042020223429.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_562_KiruhuraDistrict_24042020223429.pdf
2494,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_563_KobokoDistrict_24042020141452.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_563_KobokoDistrict_24042020141452.pdf
2495,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_564_AmolatarDistrict_20052020160027.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_564_AmolatarDistrict_20052020160027.pdf
2496,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_565_AmuriaDistrict_30042020154438.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_565_AmuriaDistrict_30042020154438.pdf
2497,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_566_ManafwaDistrict_23042020083055.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_566_ManafwaDistrict_23042020083055.pdf
2498,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_567_BukwoDistrict_28042020132746.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_567_BukwoDistrict_28042020132746.pdf
2499,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_568_MityanaDistrict_21052020072920.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_568_MityanaDistrict_21052020072920.pdf
2500,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_569_NakasekeDistrict_20052020122856.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_569_NakasekeDistrict_20052020122856.pdf
2501,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_570_AmuruDistrict_19052020213616.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_570_AmuruDistrict_19052020213616.pdf
2502,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_571_BudakaDistrict_24042020135812.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_571_BudakaDistrict_24042020135812.pdf
2503,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_573_AbimDistrict_24042020165345.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_573_AbimDistrict_24042020165345.pdf
2504,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_574_NamutumbaDistrict_04052020120920.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_574_NamutumbaDistrict_04052020120920.pdf
2505,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_575_DokoloDistrict_30042020001732.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_575_DokoloDistrict_30042020001732.pdf
2506,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_576_BuliisaDistrict_15052020090613.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_576_BuliisaDistrict_15052020090613.pdf
2507,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_577_MarachaDistrict_29042020125514.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_577_MarachaDistrict_29042020125514.pdf
2508,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_578_BukedeaDistrict_10052020222742.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_578_BukedeaDistrict_10052020222742.pdf
2509,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_579_BududaDistrict_29042020190503.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_579_BududaDistrict_29042020190503.pdf
2510,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_580_LyantondeDistrict_04052020133001.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_580_LyantondeDistrict_04052020133001.pdf
2511,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_582_BuikweDistrict_08052020132104.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_582_BuikweDistrict_08052020132104.pdf
2512,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_583_BuyendeDistrict_29042020163246.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_583_BuyendeDistrict_29042020163246.pdf
2513,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_584_KyegegwaDistrict_29042020155245.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_584_KyegegwaDistrict_29042020155245.pdf
2514,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_585_LamwoDistrict_30042020130351.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_585_LamwoDistrict_30042020130351.pdf
2515,Circulars and Instructions,2019/20,CLEARANCE OF COST IMPLICATIONS FOR RETENTION OF POSITIONS OF DIRECTORS ....pdf,https://budget.finance.go.ug/sites/default/files/CLEARANCE%20OF%20COST%20IMPLICATIONS%20FOR%20RETENTION%20OF%20POSITIONS%20OF%20DIRECTORS%20....pdf
2516,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_584_KyegegwaDistrict_29042020155245.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_584_KyegegwaDistrict_29042020155245_0.pdf
2517,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_586_OtukeDistrict_14052020190124.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_586_OtukeDistrict_14052020190124.pdf
2518,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_587_ZomboDistrict_29042020171837.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_587_ZomboDistrict_29042020171837.pdf
2519,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_588_AlebtongDistrict_21052020100307.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_588_AlebtongDistrict_21052020100307.pdf
2520,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_589_BulambuliDistrict_28052020044607.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_589_BulambuliDistrict_28052020044607.pdf
2521,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_590_BuvumaDistrict_12052020111541.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_590_BuvumaDistrict_12052020111541.pdf
2522,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_591_GombaDistrict_08052020134648.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_591_GombaDistrict_08052020134648.pdf
2523,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_592_KiryandongoDistrict_25052020090159.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_592_KiryandongoDistrict_25052020090159.pdf
2524,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_593_LuukaDistrict_12052020155120.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_593_LuukaDistrict_12052020155120.pdf
2525,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_594_NamayingoDistrict_18052020114326.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_594_NamayingoDistrict_18052020114326.pdf
2526,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_595_NtorokoDistrict_11052020141214.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_595_NtorokoDistrict_11052020141214.pdf
2527,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_596_SerereDistrict_03052020133415.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_596_SerereDistrict_03052020133415.pdf
2528,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_597_KyankwanziDistrict_27042020192916.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_597_KyankwanziDistrict_27042020192916.pdf
2529,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_598_KalunguDistrict_15052020150551.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_598_KalunguDistrict_15052020150551.pdf
2530,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_599_LwengoDistrict_25042020191033.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_599_LwengoDistrict_25042020191033.pdf
2531,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_600_BukomansimbiDistrict_30042020191016.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_600_BukomansimbiDistrict_30042020191016.pdf
2532,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_601_MitoomaDistrict_05052020001955.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_601_MitoomaDistrict_05052020001955.pdf
2533,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_602_RubiriziDistrict_30042020155149.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_602_RubiriziDistrict_30042020155149.pdf
2534,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_603_NgoraDistrict_04052020140402.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_603_NgoraDistrict_04052020140402.pdf
2535,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_604_NapakDistrict_19042020114155.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_604_NapakDistrict_19042020114155_0.pdf
2536,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_605_KibukuDistrict_21042020154220.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_605_KibukuDistrict_21042020154220.pdf
2537,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_606_NwoyaDistrict_23042020160822.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_606_NwoyaDistrict_23042020160822.pdf
2538,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_607_KoleDistrict_07052020165704.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_607_KoleDistrict_07052020165704.pdf
2539,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_608_ButambalaDistrict_29042020222902.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_608_ButambalaDistrict_29042020222902.pdf
2540,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_609_SheemaDistrict_30042020204159.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_609_SheemaDistrict_30042020204159.pdf
2541,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_610_BuhwejuDistrict_03052020021626.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_610_BuhwejuDistrict_03052020021626.pdf
2542,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_611_AgagoDistrict_11052020162623.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_611_AgagoDistrict_11052020162623.pdf
2543,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_612_KweenDistrict_29042020155854.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_612_KweenDistrict_29042020155854.pdf
2544,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_613_KagadiDistrict_23042020140531.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_613_KagadiDistrict_23042020140531.pdf
2545,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_614_KakumiroDistrict_22052020152906.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_614_KakumiroDistrict_22052020152906.pdf
2546,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_615_OmoroDistrict_13052020154837.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_615_OmoroDistrict_13052020154837.pdf
2547,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_616_RubandaDistrict_15052020215440.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_616_RubandaDistrict_15052020215440.pdf
2548,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_617_NamisindwaDistrict_06052020115547.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_617_NamisindwaDistrict_06052020115547.pdf
2549,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_618_PakwachDistrict_11052020154433.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_618_PakwachDistrict_11052020154433.pdf
2550,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_619_ButeboDistrict_21052020101920.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_619_ButeboDistrict_21052020101920.pdf
2551,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_620_RukigaDistrict_24042020145830.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_620_RukigaDistrict_24042020145830.pdf
2552,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_621_KyoteraDistrict_04052020162435.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_621_KyoteraDistrict_04052020162435.pdf
2553,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_622_BunyangabuDistrict_20052020125348.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_622_BunyangabuDistrict_20052020125348.pdf
2554,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_623_NabilatukDistrict_02052020094720.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_623_NabilatukDistrict_02052020094720.pdf
2555,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_624_BugweriDistrict_11052020195514.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_624_BugweriDistrict_11052020195514.pdf
2556,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_624_BugweriDistrict_11052020195514.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_624_BugweriDistrict_11052020195514_0.pdf
2557,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_625_KasandaDistrict_29042020233244.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_625_KasandaDistrict_29042020233244.pdf
2558,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_626_KwaniaDistrict_29042020130611.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_626_KwaniaDistrict_29042020130611.pdf
2559,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_627_KapelebyongDistrict_26052020114554.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_627_KapelebyongDistrict_26052020114554.pdf
2560,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_628_KikuubeDistrict_06052020183605.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_628_KikuubeDistrict_06052020183605.pdf
2561,Local Government Performance Reports,2019/20,2019-2020_QuarterlyReport_Q3_629_ObongiDistrict_21042020094754.pdf,https://budget.finance.go.ug/sites/default/files/Indivisual%20LG%20Budgets/2019-2020_QuarterlyReport_Q3_629_ObongiDistrict_21042020094754.pdf
